Topic,Count,Name,Representation,Representative_Docs
19,160,19_creditor_grieve_stunned_query,"['creditor', 'grieve', 'stunned', 'query', 'pertinent', 'transparent', 'blatantly', 'comprehensive', 'material', 'kind']","['find unauthorized account credit inquiry false personal information report knowledge agreement completely stunned grieve try clarification creditor but blatantly refuse demand creditor act immediately transparent creditor submit pertinent application material proof express authority query comprehensive detail account inquiry include date purpose kind credit product involve complain refer attached file', 'find unauthorized account credit inquiry false personal information report knowledge agreement completely stunned grieve try clarification creditor but blatantly refuse demand creditor act immediately transparent creditor submit pertinent application material proof express authority query comprehensive detail account inquiry include date purpose kind credit product involve complain refer attached file', 'find unauthorized account credit inquiry false personal information report knowledge agreement completely stunned grieve try clarification creditor but blatantly refuse demand creditor act immediately transparent creditor submit pertinent application material proof express authority query comprehensive detail account inquiry include date purpose kind credit product involve complain refer attached file']"
20,156,20_forth_set_suspect_meet,"['forth', 'set', 'suspect', 'meet', 'permissible', 'usc', 'believe', 'inquiry', 'purpose', 'removal']","['report include inquiry believe not meet permissible purpose requirement set forth usc suspect inquiry error request removal', 'report include inquiry believe not meet permissible purpose requirement set forth usc suspect inquiry error request removal', 'report include inquiry believe not meet permissible purpose requirement set forth usc suspect inquiry error request removal']"
21,153,21_app_cash_cashapp_money,"['app', 'cash', 'cashapp', 'money', 'tell', 'help', 'close', 'refund', 'transaction', 'send']","['hacker successfully able create passkey xxxx compromise account send person know cash app person send money cash app account hacker intercept fund make bitcoin purchase withdrawal cash app deny claim time reason say authorize transaction give credential not track real criminal thief cash app month xxxx xxxx dollar settlement thing experience right unauthorized charge take dollor friend bank account clearly show send cash app account feel like cash app look close maybe stop happen unprofessional like read kind script explain happen detail accurate report hang let police fbi document help justice seek violate victim fraud want prosecute approve claim instead deny never fan cash app resolve delete cash app not want cash app like police say year cash app lawsuit year cash app like company actually use robot xxxx staff show no concern not need deal violation need able actually speak actually necessary step resolve issue tell reply cash app site feel like never read receive throw trash awful', 'xx xxxx request refund merchant cash app not person want send money contact cash app unable money timely manner', 'money take cash app never get cash app xxxx xxxxxxxx']"
22,148,22_outdate_personal_information_report,"['outdate', 'personal', 'information', 'report', 'credit', 'innaccurate', 'navient', 'forbearance', 'year', 'receive']","['personal information credit report outdate', 'personal information credit report outdate', 'personal information credit report outdate']"
23,147,23_inc_cash_app_resolution,"['inc', 'cash', 'app', 'resolution', 'unfair', 'efta', 'redress', 'inconvenience', 'unprotected', 'effective']","['file complaint cash app block inc inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation', 'file complaint cash app block inc inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation', 'file complaint cash app block inc inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation']"
24,145,24_avoid_importance_glaring_dissemination,"['avoid', 'importance', 'glaring', 'dissemination', 'accordingly', 'duty', 'specified', 'inquire', 'future', 'authenticity']","['glaring absence concrete evidence support reliability combine dissemination unverified information represent clear violation statutory requirement outline usc lack compliance not troubling but deeply frustrating give critical importance adhere legal obligation strongly advocate immediate removal account accordance specified regulation verifiable evidence promptly provide establish authenticity delay address issue exacerbate frustration cause apparent disregard regulatory protocol legal standard ensure fairness accuracy', 'glaring absence concrete evidence support reliability combine dissemination unverified information represent clear violation statutory requirement outline usc lack compliance not troubling but deeply frustrating give critical importance adhere legal obligation strongly advocate immediate removal account accordance specified regulation verifiable evidence promptly provide establish authenticity delay address issue exacerbate frustration cause apparent disregard regulatory protocol legal standard ensure fairness accuracy', 'glaring absence concrete evidence support reliability combine dissemination unverified information represent clear violation statutory requirement outline usc lack compliance not troubling but deeply frustrating give critical importance adhere legal obligation strongly advocate immediate removal account accordance specified regulation verifiable evidence promptly provide establish authenticity delay address issue exacerbate frustration cause apparent disregard regulatory protocol legal standard ensure fairness accuracy accuracy']"
25,145,25_stall_tactic_believe_opinion,"['stall', 'tactic', 'believe', 'opinion', 'investigation', 'couple', 'careful', 'grant', 'blatant', 'repair']","['concern validity accuracy recent investigation account report credit report month request investigation feel item not report legally couple day ago receive letter state cease investigation credit report opinion believe party credit repair agency not believe stall tactic grant additional day comply original request but believe blatant violation fcra attach copy government issue id mail show proof address not confusion stall tactic end maintain careful record communication purpose file complaint ftc continue non compliance', 'concern validity accuracy recent investigation account report credit report month request investigation feel item not report legally couple day ago receive letter state cease investigation credit report opinion believe party credit repair agency not believe stall tactic grant additional day comply original request but believe blatant violation fcra attach copy government issue id mail show proof address not confusion stall tactic end maintain careful record communication purpose file complaint ftc continue non compliance', 'concern validity accuracy recent investigation account report credit report month request investigation feel item not report legally couple day ago receive letter state cease investigation credit report opinion believe party credit repair agency not believe stall tactic grant additional day comply original request but believe blatant violation fcra attach copy government issue id mail show proof address not confusion stall tactic end maintain careful record communication purpose file complaint ftc continue non compliance']"
26,136,26_code_disputed_especially_damaging,"['code', 'disputed', 'especially', 'damaging', 'pursue', 'mandate', 'unjust', 'maximum', 'misleading', 'fdcpa']","['report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting']"
27,134,27_departure_precise_affirm_link,"['departure', 'precise', 'affirm', 'link', 'incorrectly', 'remark', 'unlawful', 'inclusion', 'promptly', 'unjust']","['affirm inclusion incorrectly report late payment remark account breach usc payment link account promptly departure precise reporting unjust unlawful', 'affirm inclusion incorrectly report late payment remark account breach usc payment link account promptly departure precise reporting unjust unlawful', 'affirm inclusion incorrectly report late payment remark account breach usc payment link account promptly departure precise reporting unjust unlawful']"
28,127,28_mislead_submit_work_elimination,"['mislead', 'submit', 'work', 'elimination', 'crucial', 'inclusion', 'invalidated', 'inaccurately', 'respectfully', 'multiple']","['respectfully request elimination incorrect account credit report never authorize inclusion crucial promptly remove mislead information record block remove', 'block remove respectfully request elimination incorrect account credit report never authorize inclusion crucial promptly remove mislead information record', 'respectfully request elimination incorrect account credit report never authorize inclusion crucial promptly remove mislead information record block remove']"
29,125,29_day_heighten_pass_unfamiliar,"['day', 'heighten', 'pass', 'unfamiliar', 'option', 'concern', 'disregard', 'security', 'however', 'expect']","['previously submit letter address inaccuracy unfamiliar item credit report however day not receive response appear dispute disregard raise concern section fair credit reporting act fcra credit reporting agency require investigate dispute item day fail item remove report day pass expect immediate update credit report reflect removal dispute account not address promptly leave no option but pursue legal action resolve issue continue inaction cause significant stress affect equifax experian transunion data breach heighten concern security handling personal information', 'previously submit letter address inaccuracy unfamiliar item credit report however day not receive response appear dispute disregard raise concern section xxxx fair credit reporting act fcra credit reporting agency require investigate dispute item day fail item remove report day pass expect immediate update credit report reflect removal dispute account not address promptly leave no option but pursue legal action resolve issue continue inaction cause significant stress affect equifax experian transunion data breach heighten concern security handling personal information', 'previously submit letter address inaccuracy unfamiliar item credit report however xxxx day not receive response appear dispute disregard raise concern section fair credit reporting act fcra credit reporting agency require investigate dispute item day fail item remove report day pass expect immediate update credit report reflect removal dispute account not address promptly leave no option but pursue legal action resolve issue continue inaction cause significant stress affect equifax experian transunion data breach heighten concern security handling personal information']"
30,122,30_occur_negligent_unverifiable_delinquency,"['occur', 'negligent', 'unverifiable', 'delinquency', 'derogatory', 'unlawful', 'incomplete', 'continued', 'practices', 'legally']","['report late payment charge account inaccurate incomplete unverifiable furnisher fail provide original document proof allege delinquency occur legally require validation continued reporting negative information direct violation fair credit reporting act fcra fair debt collection practices act fdcpa report unverifiable derogatory information damage credit standing reflect negligent unlawful reporting practice', 'report late payment charge account inaccurate incomplete unverifiable furnisher fail provide original document proof allege delinquency occur legally require validation continued reporting negative information direct violation fair credit reporting act fcra fair debt collection practices act fdcpa report unverifiable derogatory information damage credit standing reflect negligent unlawful reporting practice', 'report late payment charge account inaccurate incomplete unverifiable furnisher fail provide original document proof allege delinquency occur legally require validation continued reporting negative information direct violation fair credit reporting act fcra fair debt collection practices act fdcpa report unverifiable derogatory information damage credit standing reflect negligent unlawful reporting practice']"
31,120,31_loan_student_mohela_education,"['loan', 'student', 'mohela', 'education', 'servicer', 'borrower', 'repayment', 'school', 'nelnet', 'aidvantage']","['concern submit complaint student loan account s currently service nelnet believe nelnet fail properly process respond application loan forgiveness mishandle status account despite bankruptcy filing cause significant confusion hardship summary issue previously apply federal student loan forgiveness public service loan forgiveness pslf income driven repayment idr adjustment despite meet eligibility requirement submit require documentation nelnet not provide clear timely update status application additionally bankruptcy proceeding nelnet continue report loan communicate way appear inconsistent federal bankruptcy protection credit financial standing negatively impact result specific concerns failure properly apply process loan forgiveness application lack communication inconsistent information nelnet representative continue billing collection activity credit reporting bankruptcy filing potential violation borrower right federal student loan servicing regulation fair credit reporting act desire resolution request cfpb review xxxx handling student loan account ensure forgiveness application review process accurately bankruptcy status properly reflect xxxx system inaccurate credit reporting unauthorized collection activity correct receive write explanation detail current status loan remain balance proper application forgiveness bankruptcy law support information servicer nelnet loan type federal student loans total loan appreciate cfpbs assistance review matter ensure accountability fairness student loan servicing', 'complaint mohela student loan mismanagement file formal complaint mohela current student loan servicer mismanagement potential misconduct handle federal student loan account payment student loan concern base mohela grow track record lost inaccurate borrower record mishandle public service loan forgiveness pslf tracking poor delayed customer service response failure apply cares act protection income drive repayment update accurately', 'subject formal rejection case closure expansion bdtr claim include servicer misconduct concern formally reject closure case response provide fail address core legal violation procedural error financial harm cause mismanagement student loan issue document reflect not loan servicer incompetence but conduct unlawful deceptive fraudulent violate multiple federal statute borrower protection give ongoing failure escalate complaint federal student aid fsa ombudsman group day receive decision submission expand borrower defense repayment bdtr claim include servicer misconduct aidvantages action fundamentally undermine validity loan obligation precisely type situation bdtr design remedy summary legal procedural issues unauthorized school deferment loan status mismanagement xx loan erroneously place school deferment despite graduation year prior change not authorize request communicate apply direct result loan remove save plan incorrectly place different status delay repayment progress alter financial obligation despite multiple complaint servicer fail provide clear explanation justification happen not immediately restore loan correct status action violate e higher education act hea mandate servicer maintain accurate borrower record not unilaterally alter repayment plan borrower consent aidvantages failure follow requirement directly harm ability manage loan repayment interest accrual balance discrepancies violation federal consumer protections unexplained change loan balance occur xx xx xxxx xx xx xxxx contradict previous account statement despite enrollment administrative forbearance interest interest improperly accrue capitalize request itemize breakdown interest payment apply remain unanswered inadequately explain servicer fail provide past payoff amount despite federal regulation require accurate historical record discrepancy raise concern recordkeeping violation et seq truth lending act tila require lender clearly disclose interest payment apply mandate servicer maintain provide accurate borrower account history request fair debt collection practices act et seq prohibit misleading deceptive financial disclosure xxxx failure provide proper documentation record retention issue servicer claim historical record retain month multiple representative admit retrieve old document not simple process lack easy access loan history prevent borrower verify account accuracy potentially conceal error unlawful servicing practice lack transparency directly violate federal consumer protection law borrower right complete loan history dispute inaccuracy expansion bdtr claim include servicer misconduct aidvantages service failure not merely customer service errorsthey fundamentally undermine legitimacy loan obligation precisely borrower defense repayment bdtr apply servicer misconduct despite past regulation focus solely school base fraud legal justification bdtr servicer misconduct h borrower defense repayment statute allow loan discharge taint fraud deception violation law traditionally bdtr focus misconduct school but core purpose prevent repayment debt never place servicer act agent department education direct control repayment billing loan status change misconduct prevent borrower access legal protection alter repayment condition consent distort loan balance deceptive practice loan no long valid bdtr principle legal precedents support servicer accountability xxxx large federal servicer find liable widespread deceptive practice xxxx ruling washington state consumer protection act lawsuit find xxxx steer borrower costly forbearance misrepresented repayment option obstruct access public service loan forgiveness pslf lead financial harm xxxx ultimately agree billion settlement state xxxx include loan cancellation borrower mislead repayment option consumer financial protection bureau cfpb repeatedly document deceptive loan servicer practice lead major policy shift idr account adjustment xxxx correct forbearance abuse cause servicer misconduct servicer liability extension school based fraud ftc holder rule allow borrower raise defense lender servicer financial transaction fundamentally taint fraud principle apply student loan litigation servicer find knowingly facilitate predatory lending scheme school fraud render loan voidable servicer misconductparticularly involve financial misrepresentation error withholding borrower protectionsshould ground bdtr relief bdtrs consumer protection purpose supports expanded interpretation bdtr exist ensure borrower not force repay loan obtain fraud illegal servicing practice department education demonstrate willingness correct servicer misconduct loan forgiveness measure pslf waiver idr account adjustment precedent borrower protection cancel debt affect servicer wrongdoing establishedthe failure formally include servicer bdtr relief regulatory gap need address demand resolution steps give scope issue servicer failure adequately resolve demand follow itemized breakdown loan balance change include retroactive adjustment interest accrual improper deferment application write acknowledgment error corrective action plan detail step take prevent similar servicing failure future loan history include payoff amount interest calculation date loan origination require federal law consideration bdtr claim expand framework include servicer misconduct valid basis loan discharge demand not meet day escalate complaint consumer financial protection bureau cfpb federal trade commission ftc state attorneys general congressional representatives legal counsel possible action final notice handling account negligent potentially unlawful not accept resolution provide far continue pursue accountability correction potential discharge loan aidvantages misconduct sincerely xxxx xxxx xxxx xxxx xxxx xxxx']"
32,119,32_presence_manage_authorize_profile,"['presence', 'manage', 'authorize', 'profile', 'open', 'never', 'history', 'authorization', 'fraudulent', 'seriously']","['account report authorization knowledge never open authorize manage account presence report completely unacceptable false misleading information severely misrepresent financial history credit profile seriously unauthorized account cause significant concern distress', 'account report authorization knowledge never open authorize manage account entirely unacceptable constitute reporting false misleading information financial history credit profile extremely seriously presence unauthorized account cause significant concern potential harm', 'account report authorization knowledge never open authorize manage account entirely unacceptable constitute reporting false misleading information financial history credit profile extremely seriously presence unauthorized account cause significant concern potential harm']"
33,118,33_section_usc_delete_item,"['section', 'usc', 'delete', 'item', 'attach', 'uphold', 'word', 'fair', 'desist', 'harassment']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
34,116,34_badly_credibility_compliant_certain,"['badly', 'credibility', 'compliant', 'certain', 'ignore', 'today', 'hurt', 'erroneous', 'non', 'right']","['previously dispute experian equifax transunion multiple account inaccurate today not receive response proof proper investigation dispute ignore right obtain accurate credit report non compliant fcra erroneous report badly hurt credibility certain right consumer protect law violate inaccurate information', 'previously dispute experian equifax transunion multiple account inaccurate today not receive response proof proper investigation dispute ignore right obtain accurate credit report non compliant fcra erroneous report badly hurt credibility certain right consumer protect law violate inaccurate information', 'previously dispute experian equifax transunion multiple account inaccurate today not receive response proof proper investigation dispute ignore right obtain accurate credit report non compliant fcra erroneous report badly hurt credibility certain right consumer protect law violate inaccurate information']"
35,115,35_zelle_zelles_concern_light,"['zelle', 'zelles', 'concern', 'light', 'offender', 'handle', 'exploit', 'cfpbs', 'accountability', 'user']","['write formally express concern zelles handle dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpbs finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety', 'write formally express concern zelles handle dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpbs finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety', 'write formally express concern zelles handle dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpbs finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety']"
36,113,36_hurt_ability_obtain_recently,"['hurt', 'ability', 'obtain', 'recently', 'notice', 'copy', 'review', 'fraudulent', 'remove', 'report']","['recently review copy credit report notice fraudulent account credit report remove account report hurt ability obtain credit', 'recently review copy credit report notice fraudulent account report remove account credit report hurt ability obtain credit', 'recently review copy credit report notice fraudulent account report remove account credit report hurt ability obtain credit']"
37,111,37_completeness_represent_integrity_immediate,"['completeness', 'represent', 'integrity', 'immediate', 'permanently', 'presence', 'currently', 'urge', 'inclusion', 'wait']","['formally request immediate removal fraudulent account currently list credit report not authorize account inclusion represent breach personal financial security entry false inaccurate presence damaging integrity credit file urge immediate corrective action permanently delete account report ensure accuracy completeness compliance fair credit report act fcra', 'formally request immediate removal fraudulent account currently list credit report not authorize account inclusion represent breach personal financial security entry false inaccurate presence damaging integrity credit file urge immediate corrective action permanently delete account report ensure accuracy completeness compliance fair credit report act fcra', 'formally request immediate removal fraudulent account currently list credit report not authorize account inclusion represent breach personal financial security entry false inaccurate presence damaging integrity credit file urge immediate corrective action permanently delete account report ensure accuracy completeness compliance fair credit report act fcra']"
38,109,38_rectify_assistance_imperative_utmost,"['rectify', 'assistance', 'imperative', 'utmost', 'regain', 'plead', 'cooperation', 'normal', 'greatly', 'immense']","['write express concern dispute account credit report multiple time raise issue inaccuracy account consistently request thoroughly investigate despite effort receive resolution corrective action erroneous account severely damage credit file hinder ability live normal life negative effect inaccuracy cause immense hardship leave no choice but plead assistance rectify situation soon possible kindly request conduct thorough investigation reporting dispute account imperative necessary step take update rectify credit report delay help hope restore accuracy integrity credit file regain control financial sincerely urge matter utmost attention swift action cooperation support resolve issue promptly greatly appreciate thank advance understanding assistance', 'write express concern dispute account credit report multiple time raise issue inaccuracy account consistently request thoroughly investigate despite effort receive resolution corrective action erroneous account severely damage credit file hinder ability live normal life negative effect inaccuracy cause immense hardship leave no choice but plead assistance rectify situation soon possible kindly request conduct thorough investigation reporting dispute account imperative necessary step take update rectify credit report delay help hope restore accuracy integrity credit file regain control financial sincerely urge matter utmost attention swift action cooperation support resolve issue promptly greatly appreciate thank advance understanding assistance', 'write express concern dispute account credit report multiple time raise issue inaccuracy account consistently request thoroughly investigate despite effort receive resolution corrective action erroneous account severely damage credit file hinder ability live normal life negative effect inaccuracy cause immense hardship leave no choice but plead assistance rectify situation soon possible kindly request conduct thorough investigation reporting dispute account imperative necessary step take update rectify credit report delay help hope restore accuracy integrity credit file regain control financial sincerely urge matter utmost attention swift action cooperation support resolve issue promptly greatly appreciate thank advance understanding assistance']"
39,107,39_zelle_concern_offender_accountability,"['zelle', 'concern', 'offender', 'accountability', 'safety', 'user', 'exploit', 'unfeasible', 'light', 'cfpb']","['write formally express concern zelle handling dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpb finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety', 'write formally express concern zelle handling dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpb finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety', 'write formally express concern zelle handling dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpb finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety']"
40,103,40_experian_dispute_investigation_provide,"['experian', 'dispute', 'investigation', 'provide', 'reasonable', 'conduct', 'cfpb', 'evidence', 'xxxx', 'fail']","['experian fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit experian allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian inaction violate federal law right consumer xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx', 'file complaint experian fail properly investigate dispute inaccuracy credit report despite submission xxxx consistently respond hour state account accurate provide evidence thorough investigation practice violate fair credit reporting act fcra mandate reasonable investigation dispute furthermore experian action contravene consumer financial protection act cfpa b highlight cfpb recent administrative proceeding xxxx xxxx xxxx xxxx similar violation request cfpb action ensure experian complie federal law provide consumer necessary proof investigation consumer financial protection bureau cfpb recently file lawsuit experian allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience experian neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account experian inaction violate federal law right consumer', 'experian fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved cfpb recently file lawsuit experian allege systemic issue fail forward provide evidence furnisher accept unreliable response fail adequately notify customer dispute outcome failure align experience experian not remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove dispute account experians inaction violate federal law right consumer experian file complaint experian fail properly investigate inaccuracy credit report despite submission xxxx consistently respond xxxx hour state account accurate provide evidence thorough investigation practice violate fair credit reporting act fcra mandate reasonable investigation dispute furthermore xxxx action contravene consumer financial protection act cfpa b highlight cfpb recent administrative proceeding']"
41,100,41_unseen_steal_bewildering_harmony,"['unseen', 'steal', 'bewildering', 'harmony', 'jolt', 'humdrum', 'tranquility', 'resilience', 'maze', 'midst']","['quiet humdrum everyday life sudden jolt shatter tranquility victim identity theft like thief night unseen hand steal personal information plunge bewildering maze uncertainty fraudulent transaction unauthorized account breach trust cut deep leave grapple unsettling reality violate identity midst chaos glimmer resilience emerge resolve reclaim rightfully restore harmony steal unseen adversary follow account need remove', 'quiet humdrum everyday life sudden jolt shatter tranquility victim identity theft like thief night unseen hand steal personal information plunge bewildering maze uncertainty fraudulent transaction unauthorized account breach trust cut deep leave grapple unsettling reality violate identity midst chaos glimmer resilience emerge resolve reclaim rightfully restore harmony steal unseen adversary follow account need remove', 'quiet humdrum everyday life sudden jolt shatter tranquility victim identity theft like thief night unseen hand steal personal information plunge bewildering maze uncertainty fraudulent transaction unauthorized account breach trust cut deep leave grapple unsettling reality violate identity midst chaos glimmer resilience emerge resolve reclaim rightfully restore harmony steal unseen adversary follow account need remove']"
42,99,42_regularly_unexpected_worry_glitch,"['regularly', 'unexpected', 'worry', 'glitch', 'will', 'idea', 'think', 'browser', 'refresh', 'problem']","['discover incorrect account credit report no idea get regularly check report but time unexpected discrepancy appear try refresh browser think glitch but error remain issue persist request thorough review document ve submit will not worry problem', 'discover incorrect account credit report no idea get regularly check report but time unexpected discrepancy appear try refresh browser think glitch but error remain issue persist request thorough review document ve submit will not worry problem', 'discover incorrect account credit report no idea get regularly check report but time unexpected discrepancy appear try refresh browser think glitch but error remain issue persist request thorough review document ve submit will not worry problem']"
43,95,43_instance_unprofessional_note_uploaded,"['instance', 'unprofessional', 'note', 'uploaded', 'personally', 'understand', 'fill', 'trouble', 'goal', 'house']","['goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus time respond but unprofessional xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter', 'goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus time respond but unprofessional xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter', 'goal get house soon possible but stuff credit report trouble ve try understand instance credit bureaus time respond but unprofessional xxxx xxxx file complaint falsely report misleading information note personally fill no party involve review uploaded letter']"
44,95,44_detrimental_health_remark_life,"['detrimental', 'health', 'remark', 'life', 'copy', 'recently', 'notice', 'inaccuracy', 'receive', 'unauthorized']","['recently receive copy credit report notice inaccuracy unauthorized account information report credit report remark detrimental life credit health', 'recently receive copy credit report notice inaccuracy unauthorized account information report credit report remark detrimental life credit health', 'recently receive copy credit report notice inaccuracy unauthorized account information report credit report remark detrimental life credit health']"
45,93,45_precedent_unresolved_govern_final,"['precedent', 'unresolved', 'govern', 'final', 'communication', 'previous', 'question', 'relevant', 'despite', 'case']","['final notice pursue legal action unresolved issue credit report despite previous communication account question remain unresolved inaccurately report breach multiple federal regulation govern credit reporting', 'final notice pursue legal action unresolved issue credit report despite previous communication account question remain unresolved inaccurately report breach multiple federal regulation govern credit reporting', 'final notice pursue legal action unresolved issue credit report despite previous communication account question remain unresolved inaccurately report breach multiple federal regulation govern credit reporting']"
46,90,46_falsely_research_disclosure_collector,"['falsely', 'research', 'disclosure', 'collector', 'number', 'code', 'right', 'investigation', 'debt', 'never']","['xxxx falsely report credit never account research xxxx debt collector falsely report credit account number xxxx falsely report credit file right fair credit act code disclosure investigation consumer report violation', 'xxxx falsely report credit never account research xxxx debt collector falsely report credit account number xxxx falsely report credit file right fair credit act code disclosure investigation consumer report violation', 'xxxx falsely report credit never account research xxxx debt collector falsely report credit account number xxxx falsely report credit file right fair credit act code disclosure investigation consumer report violation']"
47,90,47_inquiry_attach_knowledge_potentially,"['inquiry', 'attach', 'knowledge', 'potentially', 'clarification', 'document', 'unauthorized', 'possibly', 'fraudulent', 'appear']","['inquiry appear unauthorized potentially fraudulent no knowledge inquiry immediate action rectify issue refer attach document clarification', 'inquiry appear unauthorized potentially fraudulent no knowledge inquiry immediate action rectify issue refer attach document clarification', 'inquiry appear unauthorized potentially fraudulent no knowledge inquiry immediate action rectify issue refer attach document clarification']"
48,88,48_disappoint_surprised_willingness_fast,"['disappoint', 'surprised', 'willingness', 'fast', 'incomplete', 'paperwork', 'inquiry', 'applicable', 'approval', 'discover']","['surprised disappoint discover unauthorized credit inquiry incorrect personal information knowledge approval despite effort obtain clarification creditor shamefully fail request information demand fast action willingness creditor creditor disclose information inquiry date purpose type credit product involve applicable application paperwork evidence explicit authorization attach document complaint', 'surprised disappoint discover unauthorized credit inquiry incorrect personal information knowledge approval despite effort obtain clarification creditor shamefully fail request information demand fast action willingness creditor creditor disclose information inquiry date purpose type credit product involve applicable application paperwork evidence explicit authorization attach document complaint', 'surprised disappoint discover unauthorized credit inquiry incorrect personal information knowledge approval despite effort obtain clarification creditor shamefully fail request information demand fast action willingness creditor creditor disclose information inquiry date purpose type credit product involve applicable application paperwork evidence explicit authorization attach document complaint']"
