Topic,Count,Name,Representation,Representative_Docs
45,85,45_proce_cash_app_unfair,"['proce', 'cash', 'app', 'unfair', 'resolution', 'efta', 'redress', 'unprotected', 'effective', 'inconvenience']","['file complaint cash app block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution proce unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation', 'file complaint cash app block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution proce unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation', 'file complaint cash app block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution proce unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation']"
46,84,46_stuff_refute_patient_consent,"['stuff', 'refute', 'patient', 'consent', 'mean', 'trouble', 'goal', 'wrong', 'house', 'permissible']","['goal get house soon possible but stuff credit report trouble xxxx xxxx xxxx xxxx not refute complaint state file mean no party involve stuff credit report wrong code permissible purpose consumer report never give write consent report consumer report no consent fraud necessary action complaint ve patient matter', 'goal get house soon possible but stuff credit report trouble xxxx xxxx xxxx xxxx not refute complaint state file mean no party involve stuff credit report wrong code permissible purpose consumer report never give write consent report consumer report no consent fraud necessary action complaint ve patient matter', 'goal get house soon possible but stuff credit report trouble xxxx xxxx xxxx xxxx not refute complaint state file mean no party involve stuff credit report wrong code permissible purpose consumer report never give write consent report consumer report no consent fraud necessary action complaint ve patient matter']"
47,84,47_rectify_assistance_utmost_regain,"['rectify', 'assistance', 'utmost', 'regain', 'plead', 'imperative', 'cooperation', 'greatly', 'normal', 'immense']","['write express concern dispute account credit report multiple time raise issue inaccuracy account consistently request thoroughly investigate despite effort receive resolution corrective action erroneous account severely damage credit file hinder ability live normal life negative effect inaccuracy cause immense hardship leave no choice but plead assistance rectify situation soon possible kindly request conduct thorough investigation reporting dispute account imperative necessary step take update rectify credit report delay help hope restore accuracy integrity credit file regain control financial sincerely urge matter utmost attention swift action cooperation support resolve issue promptly greatly appreciate thank advance understanding assistance', 'write express concern dispute account credit report multiple time raise issue inaccuracy account consistently request thoroughly investigate despite effort receive resolution corrective action erroneous account severely damage credit file hinder ability live normal life negative effect inaccuracy cause immense hardship leave no choice but plead assistance rectify situation soon possible kindly request conduct thorough investigation reporting dispute account imperative necessary step take update rectify credit report delay help hope restore accuracy integrity credit file regain control financial sincerely urge matter utmost attention swift action cooperation support resolve issue promptly greatly appreciate thank advance understanding assistance', 'write express concern dispute account credit report multiple time raise issue inaccuracy account consistently request thoroughly investigate despite effort receive resolution corrective action erroneous account severely damage credit file hinder ability live normal life negative effect inaccuracy cause immense hardship leave no choice but plead assistance rectify situation soon possible kindly request conduct thorough investigation reporting dispute account imperative necessary step take update rectify credit report delay help hope restore accuracy integrity credit file regain control financial sincerely urge matter utmost attention swift action cooperation support resolve issue promptly greatly appreciate thank advance understanding assistance']"
48,84,48_banking_system_efficiency_impair,"['banking', 'system', 'efficiency', 'impair', 'precedent', 'functioning', 'dependent', 'confidence', 'evident', 'undermine']","['write formally file complaint unauthorized account persist credit report despite repeat effort remove account cause significant damage financial reputation overall evident inclusion fraudulent item violate usc permissible purpose credit bureaus no legitimate reason report explicit consent refer attached file detail item dispute fair credit reporting act code say banking system dependent fair accurate credit reporting inaccurate credit report directly impair efficiency banking system unfair credit reporting method undermine public confidence essential continue functioning banking system violation fcra impair efficiency banking system violation privacy consumer report control list not event account report write consent consider identity theft', 'write formally file complaint unauthorized account persist credit report despite repeat effort remove account cause significant damage financial reputation overall evident inclusion fraudulent item violate usc permissible purpose credit bureaus no legitimate reason report explicit consent refer attached file detail item dispute fair credit reporting act code say banking system dependent fair accurate credit reporting inaccurate credit report directly impair efficiency banking system unfair credit reporting method undermine public confidence essential continue functioning banking system violation fcra impair efficiency banking system violation privacy consumer report control list not event account report write consent consider identity theft', 'write formally file complaint unauthorized account persist credit report despite repeat effort remove account cause significant damage financial reputation overall evident inclusion fraudulent item violate usc permissible purpose credit bureaus no legitimate reason report explicit consent refer attached file detail item dispute fair credit reporting act code say banking system dependent fair accurate credit reporting inaccurate credit report directly impair efficiency banking system unfair credit reporting method undermine public confidence essential continue functioning banking system violation fcra impair efficiency banking system violation privacy consumer report control list not event account report write consent consider identity theft']"
49,84,49_unseen_steal_adversary_bewildering,"['unseen', 'steal', 'adversary', 'bewildering', 'jolt', 'humdrum', 'harmony', 'grapple', 'maze', 'midst']","['quiet humdrum everyday life sudden jolt shatter tranquility victim identity theft like thief night unseen hand steal personal information plunge bewildering maze uncertainty fraudulent transaction unauthorized account breach trust cut deep leave grapple unsettling reality violate identity midst chaos glimmer resilience emerge resolve reclaim rightfully restore harmony steal unseen adversary follow account need remove', 'quiet humdrum everyday life sudden jolt shatter tranquility victim identity theft like thief night unseen hand steal personal information plunge bewildering maze uncertainty fraudulent transaction unauthorized account breach trust cut deep leave grapple unsettling reality violate identity midst chaos glimmer resilience emerge resolve reclaim rightfully restore harmony steal unseen adversary follow account need remove', 'quiet humdrum everyday life sudden jolt shatter tranquility victim identity theft like thief night unseen hand steal personal information plunge bewildering maze uncertainty fraudulent transaction unauthorized account breach trust cut deep leave grapple unsettling reality violate identity midst chaos glimmer resilience emerge resolve reclaim rightfully restore harmony steal unseen adversary follow account need remove']"
50,83,50_glaring_dissemination_importance_concrete,"['glaring', 'dissemination', 'importance', 'concrete', 'authenticity', 'advocate', 'specified', 'absence', 'exacerbate', 'protocol']","['glaring absence concrete evidence support reliability combine dissemination unverified information represent clear violation statutory requirement outline usc lack compliance not troubling but deeply frustrating give critical importance adhere legal obligation strongly advocate immediate removal account accordance specified regulation verifiable evidence promptly provide establish authenticity delay address issue exacerbate frustration cause apparent disregard regulatory protocol legal standard ensure fairness accuracy', 'glaring absence concrete evidence support reliability combine dissemination unverified information represent clear violation statutory requirement outline usc lack compliance not troubling but deeply frustrating give critical importance adhere legal obligation strongly advocate immediate removal account accordance specified regulation verifiable evidence promptly provide establish authenticity delay address issue exacerbate frustration cause apparent disregard regulatory protocol legal standard ensure fairness accuracy', 'glaring absence concrete evidence support reliability combine dissemination unverified information represent clear violation statutory requirement outline usc lack compliance not troubling but deeply frustrating give critical importance adhere legal obligation strongly advocate immediate removal account accordance specified regulation verifiable evidence promptly provide establish authenticity delay address issue exacerbate frustration cause apparent disregard regulatory protocol legal standard ensure fairness accuracy']"
51,81,51_code_disputed_especially_pursue,"['code', 'disputed', 'especially', 'pursue', 'mandate', 'unjust', 'maximum', 'damaging', 'misleading', 'reinvestigation']","['report inaccurate unauthorized account credit report violation fair credit reporting act xxxx code xxxx require proper reinvestigation disputed item xxxx b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa xxxx code xxxx deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act xxxx code xxxx require proper reinvestigation disputed item xxxx b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa xxxx code xxxx deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item xxxx b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa xxxx code xxxx deceptive misleading reporting']"
52,76,52_avoid_accordingly_future_litigation,"['avoid', 'accordingly', 'future', 'litigation', 'duty', 'inquire', 'deny', 'update', 'inaccuracy', 'accurate']","['credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation']"
53,74,53_services_llc_exhaust_enforce,"['services', 'llc', 'exhaust', 'enforce', 'willfully', 'equifax', 'attempt', 'directly', 'matter', 'formal']","['submit multiple formal dispute letter equifax information services llc inaccurate unverifiable information credit report attached copy despite clear legal notice equifax information services llc continue willfully report inaccurate datum violation fcra b fdcpa exhaust attempt resolve matter directly credit bureau request cfpb investigate enforce compliance', 'submit multiple formal dispute letter equifax information services llc inaccurate unverifiable information credit report attached copy despite clear legal notice equifax information services llc continue willfully report inaccurate datum violation fcra b fdcpa exhaust attempt resolve matter directly credit bureau request cfpb investigate enforce compliance', 'submit multiple formal dispute letter equifax information services llc inaccurate unverifiable information credit report attached copy despite clear legal notice equifax information services llc continue willfully report inaccurate datum violation fcra b fdcpa exhaust attempt resolve matter directly credit bureau request cfpb investigate enforce compliance']"
54,73,54_code_disputed_especially_damaging,"['code', 'disputed', 'especially', 'damaging', 'pursue', 'mandate', 'unjust', 'maximum', 'misleading', 'reinvestigation']","['report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting', 'report inaccurate unauthorized account credit report violation fair credit reporting act code require proper reinvestigation disputed item b mandate maximum possible accuracy false entry damaging unjust especially ve never open authorize account fail investigate correct pursue legal action fcra fdcpa code deceptive misleading reporting']"
55,73,55_stuff_refute_patient_consent,"['stuff', 'refute', 'patient', 'consent', 'mean', 'trouble', 'goal', 'house', 'wrong', 'permissible']","['goal get house soon possible but stuff credit report trouble xxxx xxxx not refute complaint state file mean no party involve stuff credit report wrong code permissible purpose consumer report never give write consent report consumer report no consent fraud necessary action complaint ve patient matter', 'goal get house soon possible but stuff credit report trouble xxxx xxxx not refute complaint state file mean no party involve stuff credit report wrong code permissible purpose consumer report never give write consent report consumer report no consent fraud necessary action complaint ve patient matter', 'goal get house soon possible but stuff credit report trouble xxxx xxxx not refute complaint state file mean no party involve stuff credit report wrong code permissible purpose consumer report never give write consent report consumer report no consent fraud necessary action complaint ve patient matter']"
56,67,56_creditor_grieve_query_stunned,"['creditor', 'grieve', 'query', 'stunned', 'pertinent', 'blatantly', 'transparent', 'material', 'kind', 'comprehensive']","['find unauthorized account credit inquiry false personal information report knowledge agreement completely stunned grieve try clarification creditor but blatantly refuse demand creditor act immediately transparent creditor submit pertinent application material proof express authority query comprehensive detail account inquiry include date purpose kind credit product involve complain refer attached file', 'find unauthorized account credit inquiry false personal information report knowledge agreement completely stunned grieve try clarification creditor but blatantly refuse demand creditor act immediately transparent creditor submit pertinent application material proof express authority query comprehensive detail account inquiry include date purpose kind credit product involve complain refer attached file', 'find unauthorized account credit inquiry false personal information report knowledge agreement completely stunned grieve try clarification creditor but blatantly refuse demand creditor act immediately transparent creditor submit pertinent application material proof express authority query comprehensive detail account inquiry include date purpose kind credit product involve complain refer attached file']"
57,65,57_late_misreporting_employment_delinquent,"['late', 'misreporting', 'employment', 'delinquent', 'hinder', 'payment', 'correction', 'currently', 'deletion', 'continued']","['update late payment currently report credit report open unresolved entry inaccurate misleading resolve payment never late claim continued reporting item open delinquent violation fair credit reporting act fcra particularly b require consumer reporting agency maintain maximum possible accuracy information report misreporting negatively impact credit score hinder ability obtain credit employment request immediate investigation matter correction deletion inaccurate late payment record not verify', 'update late payment currently report credit report open unresolved entry inaccurate misleading resolve payment never late claim continued reporting item open delinquent violation fair credit reporting act fcra particularly b require consumer reporting agency maintain maximum possible accuracy information report misreporting negatively impact credit score hinder ability obtain credit employment request immediate investigation matter correction deletion inaccurate late payment record not verify', 'update late payment currently report credit report open unresolved entry inaccurate misleading resolve payment never late claim continued reporting item open delinquent violation fair credit reporting act fcra particularly b require consumer reporting agency maintain maximum possible accuracy information report misreporting negatively impact credit score hinder ability obtain credit employment request immediate investigation matter correction deletion inaccurate late payment record not verify']"
58,64,58_avoid_accordingly_future_litigation,"['avoid', 'accordingly', 'future', 'litigation', 'duty', 'inquire', 'deny', 'update', 'inaccuracy', 'accurate']","['credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation']"
59,64,59_section_state_instruction_injurious,"['section', 'state', 'instruction', 'injurious', 'privacy', 'accordance', 'disagreement', 'furnish', 'highly', 'right']","['disagreement item list appear credit report investigation like item immediately investigate inaccuracy highly injurious credit rating xxxx xxxx xx xx year follow inquiry not authorize not report xxxx xxxx xxxx xxxx xxxxxx xx year follow inquiry not authorize not report xxxx xx xx year follow inquiry not authorize not report accordance fair credit reporting act list account violate federally protect consumer right privacy confidentiality usc account violate right section states right privacy section section state consumer reporting agency not furnish account write instruction section state no consumer reporting agency consumer report contain follow item information adverse item information record conviction crime antedate report seven year person shall not furnish information relate consumer consumer reporting agency person know reasonable cause believe information inaccurate', 'disagreement item list appear credit report investigation like item immediately investigate inaccuracy highly injurious credit rating follow inquiry not not report equifax xxxx xx xx xxxx xxxx xx xx xxxx xxxx xx xx xxxx accordance fair credit reporting act list account violate federally protect consumer right privacy confidentiality usc account violate right section states right privacy section section state consumer reporting agency not furnish account write instruction section state no consumer reporting agency consumer report contain follow item information adverse item information record conviction crime antedate report seven year person shall not furnish information relate consumer consumer reporting agency person know reasonable cause believe information inaccurate', 'disagreement item list appear credit report investigation like item immediately investigate inaccuracy highly injurious credit rating xxxxxxxx xxxx xx xx xxxx follow inquiry not not report xxxx xxxx xx xx xxxx follow inquiry not not report xxxx xxxx xx xx xxxx follow inquiry not not report xxxx xxxx xx xx xxxx follow inquiry not not report xxxx xxxx xx xx xxxx follow inquiry not not report accordance fair credit reporting act list account violate federally protect consumer right privacy confidentiality usc account violate right section states right privacy section section state consumer reporting agency not furnish account write instruction section state no consumer reporting agency consumer report contain follow item information adverse item information record conviction crime antedate report seven year person shall not furnish information relate consumer consumer reporting agency person know reasonable cause believe information inaccurate']"
60,64,60_delete_word_item_enclose,"['delete', 'word', 'item', 'enclose', 'pursuant', 'commission', 'trade', 'theft', 'apply', 'identity']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
61,64,61_anguish_stand_anymore_tolerate,"['anguish', 'stand', 'anymore', 'tolerate', 'aware', 'denial', 'mental', 'handle', 'litigation', 'seek']","['fair consumer delete update credit report report inaccurate information aware but report cause multiple denial mental anguish stand not tolerate anymore seek litigation not handle', 'fair consumer delete update credit report report inaccurate information aware but report cause multiple denial mental anguish stand not tolerate anymore seek litigation not handle', 'fair consumer delete update credit report report inaccurate information aware but report cause multiple denial mental anguish stand not tolerate anymore seek litigation not handle']"
62,64,62_cash_app_unfair_resolution,"['cash', 'app', 'unfair', 'resolution', 'efta', 'redress', 'unprotected', 'effective', 'electronic', 'measure']","['file complaint cash app block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation', 'file complaint cash app block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation', 'file complaint cash app block inadequate customer service unfair practice violate consumer financial protection act cfpa specifically cash app fail timely effective measure prevent address fraud platform leave account vulnerable unprotected furthermore dispute resolution process unfair deceptive not comply error resolution requirement electronic fund transfer act efta regulation action cause significant inconvenience financial loss seek appropriate redress violation']"
63,63,63_accurately_maintained_harms_reflect,"['accurately', 'maintained', 'harms', 'reflect', 'unjustly', 'truth', 'tila', 'consistent', 'lending', 'agreed']","['request immediate removal inaccurate late payment credit report not accurately reflect consistent payment history maintained record timely payment negative entry clearly mistake unjustly harms credit profile account pay agreed report accurately truth lending act tila code b consider billing error respectfully urge conduct prompt investigation discrepancy update account reflect correct status delay', 'request immediate removal inaccurate late payment credit report not accurately reflect consistent payment history maintained record timely payment negative entry clearly mistake unjustly harms credit profile account pay agreed report accurately truth lending act tila code b consider billing error respectfully urge conduct prompt investigation discrepancy update account reflect correct status delay', 'request immediate removal inaccurate late payment credit report not accurately reflect consistent payment history maintained record timely payment negative entry clearly mistake unjustly harms credit profile account pay agreed report accurately truth lending act tila code b consider billing error respectfully urge conduct prompt investigation discrepancy update account reflect correct status delay']"
64,62,64_zelle_concern_safety_unfeasible,"['zelle', 'concern', 'safety', 'unfeasible', 'accountability', 'handling', 'offender', 'cfpb', 'light', 'track']","['write formally express concern zelle handling dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpb finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety', 'write formally express concern zelle handling dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpb finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety', 'write formally express concern zelle handling dispute particularly light recent cfpb lawsuit highlight significant issue platform despite zelle numerous time report discrepancy financial institution zelle fail investigate claim adequately inform recover lose fund impossible track transaction unfeasible cfpb finding indicate zelle not neglect protect consumer but allow repeat offender exploit system leave user vulnerable scam lack accountability transparency unacceptable raise concern consumer safety']"
65,61,65_aforementioned_hard_collection_initiate,"['aforementioned', 'hard', 'collection', 'initiate', 'inquiry', 'recognize', 'maintain', 'appear', 'result', 'fraud']","['not recognize aforementioned account collection hard inquiry report aforementioned account collection hard inquiry appear consumer credit report maintain not open initiate aforementioned account collection hard inquiry result identity theft fraud', 'not recognize aforementioned account collection hard inquiry report aforementioned account collection hard inquiry appear consumer credit report maintain not open initiate aforementioned account collection hard inquiry result identity theft fraud', 'not recognize aforementioned account collection hard inquiry report aforementioned account collection hard inquiry appear consumer credit report maintain not open initiate aforementioned account collection hard inquiry result identity theft fraud']"
66,61,66_delete_word_item_enclose,"['delete', 'word', 'item', 'enclose', 'pursuant', 'commission', 'trade', 'theft', 'apply', 'identity']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
67,61,67_occur_unverifiable_negligent_delinquency,"['occur', 'unverifiable', 'negligent', 'delinquency', 'derogatory', 'incomplete', 'unlawful', 'practices', 'continued', 'allege']","['report late payment charge account inaccurate incomplete unverifiable furnisher fail provide original document proof allege delinquency occur legally require validation continued reporting negative information direct violation fair credit reporting act fcra fair debt collection practices act fdcpa report unverifiable derogatory information damage credit standing reflect negligent unlawful reporting practice', 'report late payment charge account inaccurate incomplete unverifiable furnisher fail provide original document proof allege delinquency occur legally require validation continued reporting negative information direct violation fair credit reporting act fcra fair debt collection practices act fdcpa report unverifiable derogatory information damage credit standing reflect negligent unlawful reporting practice', 'report late payment charge account inaccurate incomplete unverifiable furnisher fail provide original document proof allege delinquency occur legally require validation continued reporting negative information direct violation fair credit reporting act fcra fair debt collection practices act fdcpa report unverifiable derogatory information damage credit standing reflect negligent unlawful reporting practice']"
68,60,68_wait_uploaded_personally_fill,"['wait', 'uploaded', 'personally', 'fill', 'trouble', 'goal', 'make', 'feel', 'house', 'stuff']","['goal get house soon possible but stuff credit report trouble wait credit bureaus response make feel xxxx not resolve issue xxxx xxxx file complaint falsely report misleading information no party involve personally fill complaint review uploaded letter', 'goal get house soon possible but stuff credit report trouble wait credit bureaus response make feel xxxx not resolve issue xxxx xxxx file complaint falsely report misleading information no party involve personally fill complaint review uploaded letter', 'goal get house soon possible but stuff credit report trouble wait credit bureaus response make feel xxxx not resolve issue xxxx xxxx file complaint falsely report misleading information no party involve personally fill complaint review uploaded letter']"
69,60,69_avoid_accordingly_future_litigation,"['avoid', 'accordingly', 'future', 'litigation', 'duty', 'inquire', 'deny', 'update', 'inaccuracy', 'accurate']","['credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation', 'credit report inaccurate inaccuracy cause creditor deny credit duty report accurate information consumer investigate account inquire update account accordingly avoid future litigation']"
70,59,70_adequate_negatively_directly_standing,"['adequate', 'negatively', 'directly', 'standing', 'affect', 'attempt', 'furnisher', 'response', 'matter', 'resolve']","['submit complaint issue credit report negatively affect financial standing multiple attempt resolve matter directly creditor furnisher but fail provide adequate response', 'submit complaint issue credit report negatively affect financial standing multiple attempt resolve matter directly creditor furnisher but fail provide adequate response', 'submit complaint issue credit report negatively affect financial standing multiple attempt resolve matter directly creditor furnisher but fail provide adequate response']"
71,59,71_agency_description_communicate_timeframe,"['agency', 'description', 'communicate', 'timeframe', 'procedure', 'detailed', 'reinvestigation', 'verify', 'obligation', 'require']","['file complaint consumer reporting agency fail meet obligation fair credit reporting act fcra require agency provide request detailed description reinvestigation procedure verify disputed information specifically request contact information furnisher identity person agency communicate documentation confirm accuracy dispute account agency not provide information day timeframe require law lack response clear violation right fcra', 'file complaint consumer reporting agency fail meet obligation fair credit reporting act fcra require agency provide request detailed description reinvestigation procedure verify disputed information specifically request contact information furnisher identity person agency communicate documentation confirm accuracy dispute account agency not provide information day timeframe require law lack response clear violation right fcra', 'file complaint consumer reporting agency fail meet obligation fair credit reporting act fcra require agency provide request detailed description reinvestigation procedure verify disputed information specifically request contact information furnisher identity person agency communicate documentation confirm accuracy dispute account agency not provide information day timeframe require law lack response clear violation right fcra']"
72,59,72_savings_prompt_exhausting_accurately,"['savings', 'prompt', 'exhausting', 'accurately', 'entry', 'history', 'take', 'outdated', 'rate', 'represent']","['entry incorrect not accurately reflect actual payment history multiple attempt discrepancy investigate correct no meaningful action take despite provide necessary documentation follow time error remain unresolved ongoing issue cause financial stress take toll deal inaccurate entry frustrating exhausting fair credit reporting act fcra right credit report accurately represent financial history include prompt correction outdated incorrect information urge immediate action update remove late payment entry fail direct violation right federal law appreciate prompt attention matter expect resolution soon possible', 'entry incorrect not accurately reflect actual payment history multiple attempt discrepancy investigate correct no meaningful action take despite provide necessary documentation follow time error remain unresolved ongoing issue cause financial stress take toll deal inaccurate entry frustrating exhausting fair credit reporting act fcra right credit report accurately represent financial history include prompt correction outdated incorrect information urge immediate action update remove late payment entry fail direct violation right federal law appreciate prompt attention matter expect resolution soon possible', 'entry incorrect not accurately reflect actual payment history multiple attempt discrepancy investigate correct no meaningful action take despite provide necessary documentation follow time error remain unresolved ongoing issue cause financial stress take toll deal inaccurate entry frustrating exhausting fair credit reporting act fcra right credit report accurately represent financial history include prompt correction outdated incorrect information urge immediate action update remove late payment entry fail direct violation right federal law appreciate prompt attention matter expect resolution soon possible']"
73,58,73_delete_word_item_enclose,"['delete', 'word', 'item', 'enclose', 'pursuant', 'commission', 'trade', 'theft', 'apply', 'identity']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
74,58,74_delete_word_item_enclose,"['delete', 'word', 'item', 'enclose', 'pursuant', 'commission', 'trade', 'theft', 'apply', 'identity']","['write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act', 'write follow information remove credit file item need delete go attach word document victim identity theft multiple account inquiry not apply list credit report ask item delete credit report accurate information report theft identity federal trade commission enclose copy report like item delete credit report soon possible block information credit report pursuant section fair credit reporting act']"
75,58,75_evidence_outcome_experience_amend,"['evidence', 'outcome', 'experience', 'amend', 'neither', 'unreliable', 'fulfill', 'align', 'forward', 'consumer']","['xxxx fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit xxxx allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience xxxx neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account xxxx inaction violate federal law right consumer', 'xxxx fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit xxxx allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience xxxx neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account xxxx inaction violate federal law right consumer', 'xxxx fail fulfill legal obligation fair credit reporting act fcra conduct reasonable reinvestigation dispute information credit report leave inaccurate unverifiable account unresolved consumer financial protection bureau cfpb recently file lawsuit xxxx allege systemic issue fail forward consumer provide evidence furnisher accept unreliable response fail adequately notify consumer dispute outcome failure align experience xxxx neither correct nor remove dispute item despite evidence provide cause ongoing harm credit standing request immediate corrective action remove amend dispute account xxxx xxxx inaction violate federal law right consumer']"
